color,price,model,specs,engine,bodytype,mileage,city
Blue,"$6,500 ",2011 Hyundai Sonata GLS,"Used 2011 Hyundai Sonata GLS with FWD, Keyless Entry, CD (Single Disc), DVD, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Power Locks, Front Airbags (Driver)",4 Cyl,Sedan,"Mileage: 103,386 miles",Boston
White,"$8,990 ",2012 Chevrolet Cruze LS,"Used 2012 Chevrolet Cruze LS with FWD, Keyless Entry, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows, AM/FM, Trip Computer, Intermittent Wipers",4 Cyl,Sedan,"Mileage: 60,079 miles",Boston
Silver,"$8,290 ",2014 Ford Focus SE,"Used 2014 Ford Focus SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Trip Computer",4 Cyl,Sedan,"Mileage: 67,481 miles",Boston
Black,"$14,488 ",2014 Kia Sportage LX,"Used 2014 Kia Sportage LX with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Intermittent Wipers",4 Cyl,SUV,"Mileage: 26,323 miles",Boston
White,"$18,439 ",2015 Toyota RAV4 LE,"Used 2015 Toyota RAV4 LE with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Power Locks",4 Cyl,SUV,"Mileage: 28,894 miles",Boston
Beige,"$38,992 ",2016 Toyota Tundra TRD Pro,"Used 2016 Toyota Tundra TRD Pro with 4WD, Double Cab, Remote Start, Leather Seats, Trailer Hitch, Alloy Wheels, Navigation System, Rear-View Camera, Aux Audio Adapter, Handsfree/Bluetooth Integration, Power Mirrors",8 Cyl,Pickup,"Mileage: 17,488 miles",Boston
White,"$9,725 ",2009 Honda Accord EXL,"Used 2009 Honda Accord EXL with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, MP3, Satellite Radio, Power Steering",6 Cyl,Sedan,"Mileage: 96,944 miles",Boston
Black,"$15,000 ",2016 Fiat 500X Easy,"Used 2016 Fiat 500X Easy with AWD, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, DVD, Air Conditioning",4 Cyl,SUV,"Mileage: 7,046 miles",Boston
Gray,"$14,226 ",2014 Nissan Altima SV,"Used 2014 Nissan Altima SV with FWD, Remote Start, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",4 Cyl,Sedan,"Mileage: 29,095 miles",Boston
Beige,"$13,087 ",2015 Kia Optima LX,"Used 2015 Kia Optima LX with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, AM/FM, 4-Wheel Disc Brakes",4 Cyl,Sedan,"Mileage: 25,030 miles",Boston
Silver,"$28,000 ",2015 Audi A5 Premium Plus,"Used 2015 Audi A5 Premium Plus with AWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats",4 Cyl,Coupe,"Mileage: 10,161 miles",Boston
Green,"$18,577 ",2013 Subaru Outback 2.5i Limited,"Used 2013 Subaru Outback 2.5i Limited with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, MP3",4 Cyl,Wagon,"Mileage: 49,038 miles",Boston
Gray,"$18,893 ",2015 Toyota RAV4 XLE,"Used 2015 Toyota RAV4 XLE with AWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",4 Cyl,SUV,"Mileage: 26,647 miles",Boston
Silver,"$12,265 ",2013 Chevrolet Impala LT,"Used 2013 Chevrolet Impala LT with FWD, Remote Start, Leather Seats, Cruise Control, Air Conditioning, Power Steering, AM/FM, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster",6 Cyl,Sedan,"Mileage: 33,864 miles",Boston
Gray,"$47,995 ",2015 Mercedes-Benz CLS 400,"Used 2015 Mercedes-Benz CLS 400 with AWD, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, DVD",6 Cyl,Sedan,"Mileage: 20,436 miles",Boston
White,"$42,900 ",2016 Audi A6 2.0T,"Used 2016 Audi A6 2.0T with AWD, Remote Start, Navigation System, Keyless Entry, Heated Seats, Rear-View Camera, AM/FM, Power Mirrors",4 Cyl,Sedan,"Mileage: 5,771 miles",Boston
Gold,"$26,308 ",2015 Lincoln MKC,"Used 2015 Lincoln MKC with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",4 Cyl,SUV,"Mileage: 30,031 miles",Boston
Blue,"$32,555 ",2014 Ford F-150 Lariat,"Used 2014 Ford F-150 Lariat with 4WD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Trailer Hitch, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats",6 Cyl,Pickup,"Mileage: 27,314 miles",Boston
Silver,"$16,999 ",2015 Kia Optima EX,"Used 2015 Kia Optima EX with FWD, Leather Seats, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",4 Cyl,Sedan,"Mileage: 11,991 miles",Boston
White,"$24,190 ",2014 Ford Edge Sport,"Used 2014 Ford Edge Sport with AWD, Leather Seats, Navigation System, Heated Seats, Rear-View Camera",6 Cyl,SUV,"Mileage: 43,950 miles",Boston
Blue,"$14,580 ",2014 Jeep Compass Latitude,"Used 2014 Jeep Compass Latitude with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Windows, Front Airbags (Driver)",4 Cyl,SUV,"Mileage: 30,337 miles",Boston
Gray,"$16,488 ",2016 Toyota Camry LE,"Used 2016 Toyota Camry LE with FWD, Cruise Control, Air Conditioning, Power Steering, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks, Rear Window Defroster, Handsfree/Bluetooth Integration, Power Mirrors",4 Cyl,Sedan,"Mileage: 16,259 miles",Boston
Blue,"$17,990 ",2014 BMW X1 xDrive28i,"Used 2014 BMW X1 xDrive28i with AWD, Heated Seats",4 Cyl,SUV,"Mileage: 46,016 miles",Boston
Blue,"$15,895 ",2014 Subaru Outback 2.5i,"Used 2014 Subaru Outback 2.5i with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Windows, Trip Computer",4 Cyl,Wagon,"Mileage: 69,322 miles",Boston
Gray,"$16,590 ",2014 Jeep Cherokee Latitude,,4 Cyl,SUV,"Mileage: 36,770 miles",Boston
Black,"$18,693 ",2014 Toyota RAV4 XLE,,4 Cyl,SUV,"Mileage: 35,237 miles",Boston
Brown,"$11,000 ",2014 Chevrolet Cruze LS,"Used 2014 Chevrolet Cruze LS with FWD, Power Sun/Moonroof, Navigation System, Keyless Entry, CD (Single Disc), Rear-View Camera, Split/Folding Seats, DVD, Air Conditioning, MP3, Satellite Radio",4 Cyl,Sedan,"Mileage: 20,248 miles",Boston
Black,"$16,000 ",2014 Honda CR-V LX,"Used 2014 Honda CR-V LX with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",4 Cyl,SUV,"Mileage: 38,882 miles",Boston
Black,"$17,922 ",2015 Toyota RAV4 LE,"Used 2015 Toyota RAV4 LE with AWD, Rear-View Camera, Handsfree/Bluetooth Integration",4 Cyl,SUV,"Mileage: 35,957 miles",Boston
Gray,"$29,250 ",2015 Mercedes-Benz GLA 250,"Used 2015 Mercedes-Benz GLA 250 with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",4 Cyl,SUV,"Mileage: 20,659 miles",Boston
Silver,"$9,990 ",2014 Volkswagen Jetta S,,4 Cyl,Sedan,"Mileage: 33,565 miles",Boston
Blue,"$13,972 ",2015 Toyota Corolla S,"Used 2015 Toyota Corolla S with FWD, Alloy Wheels, Rear-View Camera, Air Conditioning, Power Mirrors",4 Cyl,Sedan,"Mileage: 39,808 miles",Boston
White,"$13,500 ",2013 Volkswagen CC Sport,"Used 2013 Volkswagen CC Sport with FWD, Fog Lights, Alloy Wheels, Navigation System, Cruise Control, Heated Seats, Air Conditioning, Power Steering, Trip Computer, Intermittent Wipers, Power Locks",4 Cyl,Sedan,"Mileage: 55,645 miles",Boston
Black,"$20,995 ",2014 Jeep Cherokee Limited Edition,"Used 2014 Jeep Cherokee Limited Edition with 4WD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats",6 Cyl,SUV,"Mileage: 29,780 miles",Boston
Red,"$17,896 ",2014 Toyota RAV4 LE,"Used 2014 Toyota RAV4 LE with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",4 Cyl,SUV,"Mileage: 27,686 miles",Boston
Red,"$12,327 ",2015 Ford Focus SE,"Used 2015 Ford Focus SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering",4 Cyl,Sedan,"Mileage: 24,664 miles",Boston
Red,"$17,790 ",2014 Toyota RAV4 XLE,"Used 2014 Toyota RAV4 XLE with AWD, Rear-View Camera",4 Cyl,SUV,"Mileage: 36,388 miles",Boston
Silver,"$14,728 ",2015 Toyota Camry LE,"Used 2015 Toyota Camry LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",4 Cyl,Sedan,"Mileage: 21,821 miles",Boston
Black,"$22,994 ",2016 Volkswagen Jetta GLI,"Used 2016 Volkswagen Jetta GLI with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",4 Cyl,Sedan,"Mileage: 6,932 miles",Boston
Red,"$15,589 ",2014 Honda CR-V LX,"Used 2014 Honda CR-V LX with AWD, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",4 Cyl,SUV,"Mileage: 43,884 miles",Boston
Silver,"$18,490 ",2014 Cadillac ATS,"Used 2014 Cadillac ATS with AWD, Heated Seats, Satellite Radio, AM/FM, 4-Wheel Disc Brakes",4 Cyl,Sedan,"Mileage: 30,862 miles",Boston
White,"$14,900 ",2014 Ford Fusion SE,"Used 2014 Ford Fusion SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Windows, Trip Computer, Power Seat (Driver), Front Airbags (Driver)",4 Cyl,Sedan,"Mileage: 17,452 miles",Boston
White,"$37,032 ",2016 Audi S3 Prestige,"Used 2016 Audi S3 Prestige with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Navigation System, Heated Seats, Air Conditioning, Trip Computer, Power Seat (Driver), Power Locks, Handsfree/Bluetooth Integration",4 Cyl,Sedan,"Mileage: 24,448 miles",Boston
Black,"$18,983 ",2014 Toyota RAV4 XLE,,4 Cyl,SUV,"Mileage: 35,975 miles",Boston
Silver,"$13,500 ",2014 Ford Fusion SE,"Used 2014 Ford Fusion SE with FWD, Leather Seats, Heated Seats, Rear-View Camera, Air Conditioning, Power Steering, AM/FM, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks",4 Cyl,Sedan,"Mileage: 34,199 miles",Boston
Black,"$25,790 ",2014 Cadillac SRX Luxury,"Used 2014 Cadillac SRX Luxury with AWD, Remote Start, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Satellite Radio",6 Cyl,SUV,"Mileage: 29,772 miles",Boston
Gray,"$24,888 ",2014 BMW 3 Series 328i xDrive,"Used 2014 BMW 3 Series 328i xDrive with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",4 Cyl,Sedan,"Mileage: 35,900 miles",Boston
White,"$13,492 ",2015 Toyota Corolla LE,,4 Cyl,Sedan,"Mileage: 20,960 miles",Boston
White,"$38,995 ",2016 BMW 5 Series 528i xDrive,"Used 2016 BMW 5 Series 528i xDrive with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",4 Cyl,Sedan,"Mileage: 10,608 miles",Boston
Green,"$14,225 ",2014 Toyota Camry LE,"Used 2014 Toyota Camry LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",4 Cyl,Sedan,"Mileage: 33,875 miles",Boston
Red,"$16,250 ",2016 Hyundai Sonata SE,"Used 2016 Hyundai Sonata SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats",4 Cyl,Sedan,"Mileage: 4,092 miles",Boston
Gray,"$28,988 ",2015 Audi A6 2.0T,"Used 2015 Audi A6 2.0T with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Power Steering",4 Cyl,Sedan,"Mileage: 43,015 miles",Boston
Blue,"$16,490 ",2014 Nissan Rogue S,"Used 2014 Nissan Rogue S with AWD, Cloth Seats, Handsfree/Bluetooth Integration",4 Cyl,SUV,"Mileage: 30,574 miles",Boston
White,"$43,688 ",2016 Toyota Highlander Limited,"Used 2016 Toyota Highlander Limited with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",6 Cyl,SUV,"Mileage: 8,104 miles",Boston
Silver,"$11,982 ",2014 Toyota Corolla LE,"Used 2014 Toyota Corolla LE with FWD, Rear-View Camera, Air Conditioning, Power Mirrors",4 Cyl,Sedan,"Mileage: 41,037 miles",Boston
Brown,"$14,350 ",2015 Hyundai Sonata SE,"Used 2015 Hyundai Sonata SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",4 Cyl,Sedan,"Mileage: 24,562 miles",Boston
Black,"$14,223 ",2015 Toyota Prius c Three,"Used 2015 Toyota Prius c Three with FWD, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",4 Cyl,Hatchback,"Mileage: 44,864 miles",Boston
Gray,"$18,995 ",2014 Chevrolet Equinox LT,"Used 2014 Chevrolet Equinox LT with AWD, Remote Start, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",4 Cyl,SUV,"Mileage: 15,201 miles",Boston
Black,"$18,990 ",2014 Nissan Pathfinder S,,6 Cyl,SUV,"Mileage: 29,356 miles",Boston
Beige,"$34,990 ",2015 Toyota Highlander Limited,"Used 2015 Toyota Highlander Limited with AWD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",6 Cyl,SUV,"Mileage: 15,100 miles",Boston
Gray,"$27,991 ",2013 Lexus RX 450h,"Used 2013 Lexus RX 450h with AWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,SUV,"Mileage: 37,213 miles",Boston
Gray,"$25,982 ",2015 Lexus IS 250,"Used 2015 Lexus IS 250 with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Heated Seats, Rear-View Camera, Power Seat (Driver), Handsfree/Bluetooth Integration",6 Cyl,Sedan,"Mileage: 26,847 miles",Boston
Blue,"$26,945 ",2014 Dodge Durango Limited,"Used 2014 Dodge Durango Limited with AWD, Leather Seats, Cruise Control, Air Conditioning, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes, Power Seat (Driver), Intermittent Wipers, Power Locks",6 Cyl,SUV,"Mileage: 35,189 miles",Boston
Brown,"$12,790 ",2015 Kia Optima LX,"Used 2015 Kia Optima LX with FWD, Alloy Wheels",4 Cyl,Sedan,"Mileage: 31,156 miles",Boston
Blue,"$37,900 ",2015 Audi A5 Premium Plus,"Used 2015 Audi A5 Premium Plus with AWD, Remote Start, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, DVD, AM/FM, Power Mirrors",4 Cyl,Convertible,"Mileage: 6,896 miles",Boston
Black,"$29,500 ",2015 Chevrolet Silverado 1500 LT,"Used 2015 Chevrolet Silverado 1500 LT with 4WD, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Trip Computer, Intermittent Wipers, Power Locks, Handsfree/Bluetooth Integration",8 Cyl,Pickup,"Mileage: 47,346 miles",Boston
Gray,"$15,190 ",2016 Volkswagen Passat S,"Used 2016 Volkswagen Passat S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",4 Cyl,Sedan,"Mileage: 15,807 miles",Boston
Black,"$22,400 ",2014 BMW X1 xDrive28i,"Used 2014 BMW X1 xDrive28i with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",4 Cyl,SUV,"Mileage: 20,014 miles",Boston
Gray,"$12,995 ",2016 Hyundai Elantra SE,"Used 2016 Hyundai Elantra SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",4 Cyl,Sedan,"Mileage: 13,175 miles",Boston
White,"$13,190 ",2014 Hyundai Sonata GLS,"Used 2014 Hyundai Sonata GLS with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",4 Cyl,Sedan,"Mileage: 20,758 miles",Boston
Unspecified,"$21,500 ",2015 Lincoln MKZ,"Used 2015 Lincoln MKZ with AWD, Remote Start, Leather Seats, Navigation System, Heated Seats, Rear-View Camera, Air Conditioning, Power Steering, AM/FM, Trip Computer, Power Seat (Driver)",4 Cyl,Sedan,"Mileage: 38,865 miles",Boston
Blue,"$19,575 ",2014 Toyota Avalon XLE,"Used 2014 Toyota Avalon XLE with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",6 Cyl,Sedan,"Mileage: 54,868 miles",Boston
Black,"$33,000 ",2015 Ford Explorer Sport,"Used 2015 Ford Explorer Sport with 4WD, Remote Start, Leather Seats, Fog Lights, Trailer Hitch, Third Row Seating, Navigation System, Heated Seats, Rear-View Camera, Air Conditioning, Trip Computer",6 Cyl,SUV,"Mileage: 37,201 miles",Boston
Black,"$26,982 ",2014 Lexus ES 350,"Used 2014 Lexus ES 350 with FWD, Leather Seats, Fog Lights, Alloy Wheels, Heated Seats, Rear-View Camera, AM/FM, Power Mirrors",6 Cyl,Sedan,"Mileage: 13,608 miles",Boston
Brown,"$12,892 ",2014 Toyota Corolla LE,"Used 2014 Toyota Corolla LE with FWD, Rear-View Camera, Air Conditioning, Power Mirrors",4 Cyl,Sedan,"Mileage: 29,971 miles",Boston
Black,"$17,964 ",2014 Toyota RAV4 LE,"Used 2014 Toyota RAV4 LE with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",4 Cyl,SUV,"Mileage: 36,025 miles",Boston
Brown,"$31,000 ",2015 Lincoln MKX,"Used 2015 Lincoln MKX with AWD, Remote Start, Leather Seats, Fog Lights, Navigation System, Heated Seats, Rear-View Camera, Air Conditioning, Trip Computer, Power Seat (Driver), Power Locks",6 Cyl,SUV,"Mileage: 12,773 miles",Boston
Brown,"$8,818 ",2011 Honda Civic LX,"Used 2011 Honda Civic LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",4 Cyl,Sedan,"Mileage: 76,286 miles",Boston
White,"$19,855 ",2014 Lincoln MKZ,"Used 2014 Lincoln MKZ with FWD, Remote Start, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",4 Cyl,Sedan,"Mileage: 44,984 miles",Boston
Gray,"$14,205 ",2014 Toyota Corolla LE,"Used 2014 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",4 Cyl,Sedan,"Mileage: 9,210 miles",Boston
Blue,"$19,575 ",2014 Toyota Avalon XLE,"Used 2014 Toyota Avalon XLE with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",6 Cyl,Sedan,"Mileage: 54,868 miles",Boston
Unspecified,"$15,500 ",2014 Jeep Compass Latitude,"Used 2014 Jeep Compass Latitude with 4WD, Fog Lights, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, Power Steering, AM/FM, Intermittent Wipers, Power Locks, Rear Window Defroster",4 Cyl,SUV,"Mileage: 25,661 miles",Boston
Black,"$26,982 ",2014 Lexus ES 350,"Used 2014 Lexus ES 350 with FWD, Leather Seats, Fog Lights, Alloy Wheels, Heated Seats, Rear-View Camera, AM/FM, Power Mirrors",6 Cyl,Sedan,"Mileage: 13,608 miles",Boston
Brown,"$12,892 ",2014 Toyota Corolla LE,"Used 2014 Toyota Corolla LE with FWD, Rear-View Camera, Air Conditioning, Power Mirrors",4 Cyl,Sedan,"Mileage: 29,971 miles",Boston
Red,"$13,982 ",2015 Toyota Corolla S,"Used 2015 Toyota Corolla S with FWD, Power Sun/Moonroof, Alloy Wheels",4 Cyl,Sedan,"Mileage: 31,666 miles",Boston
Black,"$13,590 ",2014 Jeep Compass Latitude,"Used 2014 Jeep Compass Latitude with 4WD, Remote Start, Leather Seats, Alloy Wheels, Heated Seats, Satellite Radio, Aux Audio Adapter, Handsfree/Bluetooth Integration",4 Cyl,SUV,"Mileage: 40,224 miles",Boston
Black,"$16,492 ",2015 Toyota RAV4 LE,"Used 2015 Toyota RAV4 LE with AWD, Cloth Seats",4 Cyl,SUV,"Mileage: 46,499 miles",Boston
Black,"$22,000 ",2014 Ford Edge SEL,"Used 2014 Ford Edge SEL with AWD, Remote Start, Leather Seats, Alloy Wheels, Navigation System, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,SUV,"Mileage: 32,773 miles",Boston
