bodytype,specs,price,color,mileage,engine,model,city
SUV,"Used 2015 Honda CR-V LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Power Locks","$16,995 ",Gray,"Mileage: 4,905 miles",4 Cyl,2015 Honda CR-V LX,SanFrancisco 
Sedan,"Used 2014 Dodge Dart SXT with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$12,700 ",White,"Mileage: 41,526 miles",4 Cyl,2014 Dodge Dart SXT,SanFrancisco 
Sedan,"Used 2014 Ford Fusion Titanium with FWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning","$16,899 ",White,"Mileage: 52,431 miles",4 Cyl,2014 Ford Fusion Titanium,SanFrancisco 
Sedan,"Used 2016 Nissan Altima S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, Trip Computer","$14,488 ",Black,"Mileage: 18,898 miles",4 Cyl,2016 Nissan Altima S,SanFrancisco 
Sedan,"Used 2014 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, Rear-View Camera, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Power Locks, Handsfree/Bluetooth Integration","$11,995 ",White,"Mileage: 78,024 miles",4 Cyl,2014 Toyota Corolla LE,SanFrancisco 
SUV,"Used 2011 GMC Yukon Denali with AWD, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning","$29,500 ",Black,"Mileage: 61,903 miles",8 Cyl,2011 GMC Yukon Denali,SanFrancisco 
Pickup,"Used 2013 GMC Sierra 1500 SLE with 4WD, Remote Start, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, MP3, AM/FM, Intermittent Wipers, Power Locks","$16,992 ",White,"Mileage: 137,423 miles",8 Cyl,2013 GMC Sierra 1500 SLE,SanFrancisco 
Sedan,"Used 2014 Chevrolet Cruze LT with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Cloth Seats","$11,995 ",Gray,"Mileage: 54,872 miles",4 Cyl,2014 Chevrolet Cruze LT,SanFrancisco 
Sedan,"Used 2016 Acura RLX Advance with FWD, Remote Start, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, Rear-View Camera, Air Conditioning, MP3, Power Steering","$35,993 ",White,"Mileage: 11,133 miles",6 Cyl,2016 Acura RLX Advance,SanFrancisco 
Minivan,"Used 2013 Toyota Sienna XLE with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$20,591 ",Silver,"Mileage: 70,516 miles",6 Cyl,2013 Toyota Sienna XLE,SanFrancisco 
SUV,"Used 2011 Nissan Murano LE with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, DVD, Air Conditioning","$15,594 ",Silver,"Mileage: 72,606 miles",6 Cyl,2011 Nissan Murano LE,SanFrancisco 
Pickup,"Used 2012 Ram 2500 ST with RWD, Trailer Hitch, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM, Aux Audio Adapter, 4-Wheel Disc Brakes","$21,992 ",Silver,"Mileage: 33,378 miles",6 Cyl,2012 Ram 2500 ST,SanFrancisco 
Minivan,"Used 2016 Honda Odyssey LX with FWD, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, AM/FM","$23,591 ",Silver,"Mileage: 23,753 miles",6 Cyl,2016 Honda Odyssey LX,SanFrancisco 
SUV,"Used 2009 GMC Yukon Denali with AWD, Remote Start, Fog Lights, Power Sun/Moonroof, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Split/Folding Seats, DVD, MP3","$21,594 ",Black,"Mileage: 91,132 miles",8 Cyl,2009 GMC Yukon Denali,SanFrancisco 
SUV,"Used 2014 Ford Escape SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, AM/FM","$14,991 ",Red,"Mileage: 23,597 miles",4 Cyl,2014 Ford Escape SE,SanFrancisco 
Sedan,"Used 2014 Toyota Camry LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$13,981 ",Green,"Mileage: 30,490 miles",4 Cyl,2014 Toyota Camry LE,SanFrancisco 
Sedan,"Used 2014 Toyota Camry SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering","$14,981 ",Black,"Mileage: 41,219 miles",4 Cyl,2014 Toyota Camry SE,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius c Two with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter","$13,981 ",Black,"Mileage: 31,089 miles",4 Cyl,2014 Toyota Prius c Two,SanFrancisco 
Sedan,"Used 2016 Honda Accord Touring with FWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning","$26,991 ",Gray,"Mileage: 6,110 miles",6 Cyl,2016 Honda Accord Touring,SanFrancisco 
Sedan,"Used 2015 Lexus IS 250 with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$25,108 ",Silver,"Mileage: 24,950 miles",6 Cyl,2015 Lexus IS 250,SanFrancisco 
SUV,"Used 2010 Ford Edge SEL with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering","$10,986 ",White,"Mileage: 103,452 miles",6 Cyl,2010 Ford Edge SEL,SanFrancisco 
Sedan,"Used 2013 Ford Fusion Titanium with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3","$16,233 ",Red,"Mileage: 29,901 miles",4 Cyl,2013 Ford Fusion Titanium,SanFrancisco 
Sedan,"Used 2016 Ford Fusion S with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering","$12,705 ",Red,"Mileage: 30,225 miles",4 Cyl,2016 Ford Fusion S,SanFrancisco 
SUV,"Used 2014 Ford Edge Limited with AWD, Remote Start, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Towing Package, Rear-View Camera, Split/Folding Seats","$23,711 ",Silver,"Mileage: 40,902 miles",6 Cyl,2014 Ford Edge Limited,SanFrancisco 
SUV,"Used 2014 Ford Edge SEL with FWD, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$20,392 ",White,"Mileage: 31,672 miles",6 Cyl,2014 Ford Edge SEL,SanFrancisco 
SUV,"Used 2014 Ford Explorer XLT with FWD, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$22,805 ",Silver,"Mileage: 40,667 miles",6 Cyl,2014 Ford Explorer XLT,SanFrancisco 
Sedan,"Used 2015 Ford Fusion SE with FWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats","$14,576 ",Black,"Mileage: 31,865 miles",4 Cyl,2015 Ford Fusion SE,SanFrancisco 
Sedan,"Used 2014 Ford Focus SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows","$10,880 ",Red,"Mileage: 22,059 miles",4 Cyl,2014 Ford Focus SE,SanFrancisco 
Minivan,"Used 2014 Ford C-Max SEL with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$14,598 ",White,"Mileage: 42,361 miles",4 Cyl,2014 Ford C-Max SEL,SanFrancisco 
Pickup,"Used 2014 Ford F-150 Platinum with RWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$34,379 ",Black,"Mileage: 35,192 miles",6 Cyl,2014 Ford F-150 Platinum,SanFrancisco 
SUV,"Used 2014 Ford Edge Limited with FWD, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$22,598 ",White,"Mileage: 32,335 miles",6 Cyl,2014 Ford Edge Limited,SanFrancisco 
SUV,"Used 2014 Ford Explorer XLT with FWD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$24,874 ",White,"Mileage: 37,922 miles",6 Cyl,2014 Ford Explorer XLT,SanFrancisco 
Sedan,"Used 2014 Ford Fiesta SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$10,294 ",Gray,"Mileage: 12,435 miles",4 Cyl,2014 Ford Fiesta SE,SanFrancisco 
SUV,"Used 2014 Ford Edge SEL with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$19,597 ",White,"Mileage: 44,502 miles",6 Cyl,2014 Ford Edge SEL,SanFrancisco 
Sedan,"Used 2014 Ford Fusion Titanium with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$16,999 ",Silver,"Mileage: 39,839 miles",4 Cyl,2014 Ford Fusion Titanium,SanFrancisco 
Coupe,"Used 2015 Ford Mustang with RWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering","$19,353 ",Gray,"Mileage: 41,359 miles",4 Cyl,2015 Ford Mustang,SanFrancisco 
Pickup,"Used 2015 Ford F-150 XLT with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering","$28,987 ",White,"Mileage: 17,896 miles",6 Cyl,2015 Ford F-150 XLT,SanFrancisco 
SUV,"Used 2014 Ford Explorer XLT with FWD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$25,732 ",Black,"Mileage: 28,580 miles",6 Cyl,2014 Ford Explorer XLT,SanFrancisco 
Sedan,"Used 2015 Ford Focus SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering","$10,999 ",Gray,"Mileage: 37,484 miles",4 Cyl,2015 Ford Focus SE,SanFrancisco 
Hatchback,"Used 2014 Ford Focus SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$10,494 ",Silver,"Mileage: 40,023 miles",4 Cyl,2014 Ford Focus SE,SanFrancisco 
Hatchback,"Used 2015 Ford Focus SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$11,990 ",White,"Mileage: 23,850 miles",4 Cyl,2015 Ford Focus SE,SanFrancisco 
Sedan,"Used 2014 Ford Focus Titanium with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3","$11,998 ",Silver,"Mileage: 50,403 miles",4 Cyl,2014 Ford Focus Titanium,SanFrancisco 
SUV,"Used 2014 Ford Edge SEL with FWD, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$21,357 ",Black,"Mileage: 40,938 miles",6 Cyl,2014 Ford Edge SEL,SanFrancisco 
Pickup,"Used 2014 Ford F-150 XLT with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering","$28,171 ",Black,"Mileage: 33,021 miles",8 Cyl,2014 Ford F-150 XLT,SanFrancisco 
Hatchback,"Used 2015 Ford Fiesta ST with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3","$15,598 ",White,"Mileage: 27,598 miles",4 Cyl,2015 Ford Fiesta ST,SanFrancisco 
SUV,"Used 2014 Ford Edge Limited with FWD, Remote Start, Leather Seats, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$19,997 ",Black,"Mileage: 38,219 miles",6 Cyl,2014 Ford Edge Limited,SanFrancisco 
SUV,"Used 2015 Ford Escape SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$17,498 ",Black,"Mileage: 4,406 miles",4 Cyl,2015 Ford Escape SE,SanFrancisco 
SUV,"Used 2014 Cadillac SRX Luxury with FWD, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Navigation System, Heated Seats, Rear-View Camera, Air Conditioning, Aux Audio Adapter, 4-Wheel Disc Brakes, Handsfree/Bluetooth Integration","$21,998 ",Black,"Mileage: 55,150 miles",6 Cyl,2014 Cadillac SRX Luxury,SanFrancisco 
Coupe,"Used 2014 Dodge Challenger SRT8 with RWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), DVD, Air Conditioning, MP3, AM/FM","$29,999 ",Black,"Mileage: 43,285 miles",8 Cyl,2014 Dodge Challenger SRT8,SanFrancisco 
SUV,"Used 2013 Toyota Highlander Limited with 4WD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera","$27,998 ",White,"Mileage: 72,831 miles",6 Cyl,2013 Toyota Highlander Limited,SanFrancisco 
Hatchback,"Used 2013 Toyota Prius with FWD, Alloy Wheels, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes","$12,499 ",Unspecified,"Mileage: 75,044 miles",4 Cyl,2013 Toyota Prius,SanFrancisco 
Hatchback,"Used 2016 Hyundai Veloster Turbo with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$16,200 ",Unspecified,"Mileage: 20,736 miles",4 Cyl,2016 Hyundai Veloster Turbo,SanFrancisco 
SUV,"Used 2016 Jeep Patriot Sport with 4WD, Fog Lights, Cruise Control, CD (Single Disc), MP3, Satellite Radio, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter, 4-Wheel Disc Brakes","$15,981 ",White,"Mileage: 12,268 miles",4 Cyl,2016 Jeep Patriot Sport,SanFrancisco 
SUV,"Used 2016 Lexus NX 200t with AWD, Power Sun/Moonroof, Heated Seats, Satellite Radio, Handsfree/Bluetooth Integration","$37,990 ",Black,"Mileage: 13,250 miles",4 Cyl,2016 Lexus NX 200t,SanFrancisco 
Sedan,"Used 2014 BMW 6 Series 650i with RWD, Navigation System, Keyless Entry, Heated Seats, Rear-View Camera, Satellite Radio, Handsfree/Bluetooth Integration","$42,990 ",Gray,"Mileage: 32,742 miles",8 Cyl,2014 BMW 6 Series 650i,SanFrancisco 
Sedan,"Used 2014 Dodge Avenger SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, Power Locks, Front Airbags (Driver)","$11,488 ",Red,"Mileage: 32,540 miles",6 Cyl,2014 Dodge Avenger SE,SanFrancisco 
Wagon,"Used 2014 Subaru Impreza with AWD, Cruise Control, Air Conditioning, Power Steering, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Handsfree/Bluetooth Integration, Power Mirrors","$17,495 ",White,"Mileage: 28,391 miles",4 Cyl,2014 Subaru Impreza,SanFrancisco 
Hatchback,"Used 2013 Mazda Mazda3 i Touring with FWD, Keyless Entry, Cruise Control, Air Conditioning, Cloth Seats, Power Steering, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Handsfree/Bluetooth Integration","$12,995 ",Black,"Mileage: 37,297 miles",4 Cyl,2013 Mazda Mazda3 i Touring,SanFrancisco 
Minivan,"Used 2006 Toyota Sienna XLE Limited with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning","$10,995 ",Silver,"Mileage: 77,269 miles",6 Cyl,2006 Toyota Sienna XLE Limited,SanFrancisco 
Sedan,"Used 2012 Subaru Impreza with AWD, Cruise Control, Air Conditioning, Power Steering, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Handsfree/Bluetooth Integration, Power Mirrors","$10,995 ",Black,"Mileage: 105,015 miles",4 Cyl,2012 Subaru Impreza,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius Two with FWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Power Locks","$13,950 ",Gray,"Mileage: 47,855 miles",4 Cyl,2014 Toyota Prius Two,SanFrancisco 
Wagon,"Used 2013 Subaru Impreza Sport with AWD, Fog Lights, Cruise Control, Heated Seats, Air Conditioning, Cloth Seats, Power Steering, Trip Computer, Power Locks, Handsfree/Bluetooth Integration, Power Mirrors","$15,995 ",Gray,"Mileage: 50,250 miles",4 Cyl,2013 Subaru Impreza Sport,SanFrancisco 
SUV,"Used 2013 Subaru Forester 2.5X with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Power Windows, AM/FM, Trip Computer, Intermittent Wipers, Power Locks","$16,595 ",Black,"Mileage: 50,807 miles",4 Cyl,2013 Subaru Forester 2.5X,SanFrancisco 
SUV,"Used 2015 Cadillac Escalade ESV with 4WD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Trailer Hitch, Third Row Seating, Navigation System, Heated Seats, Air Conditioning, Trip Computer","$68,800 ",White,"Mileage: 21,369 miles",8 Cyl,2015 Cadillac Escalade ESV,SanFrancisco 
Sedan,"Used 2011 Porsche Panamera S with RWD, Leather Seats, Power Sun/Moonroof, Heated Seats, Air Conditioning, Trip Computer, Power Locks, Handsfree/Bluetooth Integration, Power Mirrors","$45,900 ",Brown,"Mileage: 21,138 miles",8 Cyl,2011 Porsche Panamera S,SanFrancisco 
Sedan,"Used 2007 BMW 3 Series 335i with RWD, Navigation System, Heated Seats, Air Conditioning, Front Airbags (Driver)","$8,325 ",Gray,"Mileage: 146,167 miles",6 Cyl,2007 BMW 3 Series 335i,SanFrancisco 
Sedan,"Used 2011 Porsche Panamera S with RWD, Leather Seats, Power Sun/Moonroof, Heated Seats, Air Conditioning, Trip Computer, Power Locks, Handsfree/Bluetooth Integration, Power Mirrors","$45,900 ",Brown,"Mileage: 21,138 miles",8 Cyl,2011 Porsche Panamera S,SanFrancisco 
Convertible,"Used 2013 Volkswagen Eos Komfort with FWD, Fog Lights, Power Sun/Moonroof, Cruise Control, Heated Seats, Air Conditioning, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks, Handsfree/Bluetooth Integration","$17,900 ",Black,"Mileage: 38,694 miles",4 Cyl,2013 Volkswagen Eos Komfort,SanFrancisco 
Sedan,"Used 2014 Audi S4 with AWD, Fog Lights, Power Sun/Moonroof, Heated Seats, Air Conditioning, Trip Computer, Power Seat (Driver), Power Locks, Handsfree/Bluetooth Integration, Power Mirrors","$37,900 ",White,"Mileage: 15,821 miles",6 Cyl,2014 Audi S4,SanFrancisco 
SUV,"Used 2013 Nissan Xterra X with RWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, AM/FM, 4-Wheel Disc Brakes, Intermittent Wipers","$17,297 ",Silver,"Mileage: 53,016 miles",6 Cyl,2013 Nissan Xterra X,SanFrancisco 
Sedan,"Used 2014 Mercedes-Benz CLS 550 with RWD, Leather Seats, Power Sun/Moonroof, Navigation System, Air Conditioning, Trip Computer, Power Locks, Handsfree/Bluetooth Integration, Power Mirrors","$35,900 ",Silver,"Mileage: 47,876 miles",8 Cyl,2014 Mercedes-Benz CLS 550,SanFrancisco 
Coupe,"Used 2011 Chevrolet Camaro LT with RWD, Fog Lights, Cruise Control, Air Conditioning, Power Steering, AM/FM, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks, Rear Window Defroster","$15,900 ",Black,"Mileage: 33,358 miles",6 Cyl,2011 Chevrolet Camaro LT,SanFrancisco 
SUV,"Used 2015 Cadillac Escalade ESV with 4WD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Trailer Hitch, Third Row Seating, Navigation System, Heated Seats, Air Conditioning, Trip Computer","$68,800 ",White,"Mileage: 21,369 miles",8 Cyl,2015 Cadillac Escalade ESV,SanFrancisco 
SUV,"Used 2013 Mercedes-Benz GLK 350 with AWD, Fog Lights, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, DVD, Air Conditioning, MP3, Satellite Radio","$22,988 ",Blue,"Mileage: 75,403 miles",6 Cyl,2013 Mercedes-Benz GLK 350,SanFrancisco 
SUV,"Used 2013 Mini Cooper Countryman S with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows","$14,988 ",White,"Mileage: 36,958 miles",4 Cyl,2013 Mini Cooper Countryman S,SanFrancisco 
Sedan,"Used 2014 Jaguar XF with RWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, DVD","$27,995 ",White,"Mileage: 32,361 miles",4 Cyl,2014 Jaguar XF,SanFrancisco 
Pickup,"Used 2015 Toyota Tundra SR5 with RWD, Double Cab, Fog Lights, Cruise Control, Towing Package, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering, Power Windows, AM/FM","$28,995 ",White,"Mileage: 53,222 miles",8 Cyl,2015 Toyota Tundra SR5,SanFrancisco 
Sedan,"Used 2012 BMW 7 Series 750Li with RWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Air Conditioning, Power Windows, AM/FM, Trip Computer, Front Airbags (Driver)","$29,995 ",Blue,"Mileage: 32,728 miles",8 Cyl,2012 BMW 7 Series 750Li,SanFrancisco 
Sedan,"Used 2014 Buick Verano Base with FWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$12,995 ",Black,"Mileage: 40,418 miles",4 Cyl,2014 Buick Verano Base,SanFrancisco 
SUV,"Used 2009 Porsche Cayenne GTS with AWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Power Steering","$19,995 ",Black,"Mileage: 114,797 miles",8 Cyl,2009 Porsche Cayenne GTS,SanFrancisco 
Sedan,"Used 2014 BMW 3 Series 328i with RWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Power Steering, Power Windows","$19,995 ",Black,"Mileage: 32,568 miles",4 Cyl,2014 BMW 3 Series 328i,SanFrancisco 
Hatchback,"Used 2014 BMW 3 Series 328i xDrive with AWD, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, DVD, Air Conditioning","$24,995 ",Gray,"Mileage: 30,160 miles",4 Cyl,2014 BMW 3 Series 328i xDrive,SanFrancisco 
Sedan,"Used 2005 BMW 3 Series 325i with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, Power Steering, Power Windows, AM/FM, Power Locks","$5,995 ",Green,"Mileage: 97,362 miles",6 Cyl,2005 BMW 3 Series 325i,SanFrancisco 
Hatchback,"Used 2013 Mini Cooper Paceman S with FWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows","$15,995 ",Black,"Mileage: 38,913 miles",4 Cyl,2013 Mini Cooper Paceman S,SanFrancisco 
Sedan,"Used 2014 Mercedes-Benz CLA 250 with FWD, Leather Seats, Fog Lights, Alloy Wheels, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows","$23,995 ",Gray,"Mileage: 18,900 miles",4 Cyl,2014 Mercedes-Benz CLA 250,SanFrancisco 
Hatchback,"Used 2007 Volkswagen New Beetle with FWD, Alloy Wheels, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Windows, AM/FM, Intermittent Wipers, Power Locks","$5,995 ",Green,"Mileage: 75,501 miles",5 Cyl,2007 Volkswagen New Beetle,SanFrancisco 
SUV,"Used 2014 Cadillac SRX Luxury with FWD, Remote Start, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$21,995 ",Black,"Mileage: 48,005 miles",6 Cyl,2014 Cadillac SRX Luxury,SanFrancisco 
Sedan,"Used 2015 Nissan Altima S with FWD, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$14,593 ",Red,"Mileage: 31,768 miles",4 Cyl,2015 Nissan Altima S,SanFrancisco 
