mileage,specs,color,bodytype,engine,model,price,city
"Mileage: 16,033 miles","Used 2015 Hyundai Genesis with RWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",White,Sedan,8 Cyl,2015 Hyundai Genesis,"$32,991 ",Miami
"Mileage: 6,960 miles","Used 2016 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Black,Sedan,4 Cyl,2016 Toyota Corolla LE,"$14,024 ",Miami
"Mileage: 30,128 miles","Used 2014 BMW 6 Series 650i with RWD, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM",White,Sedan,8 Cyl,2014 BMW 6 Series 650i,"$45,700 ",Miami
"Mileage: 13,635 miles","Used 2015 Toyota RAV4 XLE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Cloth Seats",Silver,SUV,4 Cyl,2015 Toyota RAV4 XLE,"$19,488 ",Miami
"Mileage: 31,842 miles","Used 2014 Cadillac CTS Luxury with RWD, Leather Seats, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",Gray,Sedan,4 Cyl,2014 Cadillac CTS Luxury,"$23,593 ",Miami
"Mileage: 28,316 miles","Used 2014 Volkswagen Jetta SE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",White,Sedan,4 Cyl,2014 Volkswagen Jetta SE,"$11,496 ",Miami
"Mileage: 16,464 miles","Used 2015 Toyota Camry SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",Silver,Sedan,4 Cyl,2015 Toyota Camry SE,"$14,988 ",Miami
"Mileage: 26,197 miles","Used 2016 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Silver,Sedan,4 Cyl,2016 Toyota Corolla LE,"$13,447 ",Miami
"Mileage: 24,369 miles","Used 2015 Lexus RX 350 with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",White,SUV,6 Cyl,2015 Lexus RX 350,"$31,900 ",Miami
"Mileage: 15,222 miles","Used 2016 Toyota Corolla L with FWD, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Trip Computer, Rear Window Defroster, Front Airbags (Driver)",Black,Sedan,4 Cyl,2016 Toyota Corolla L,"$13,355 ",Miami
"Mileage: 37,502 miles","Used 2014 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",Unspecified,Sedan,4 Cyl,2014 Toyota Corolla LE,"$11,494 ",Miami
"Mileage: 18,098 miles","Used 2014 BMW 3 Series 328i xDrive with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",Blue,Sedan,4 Cyl,2014 BMW 3 Series 328i xDrive,"$19,995 ",Miami
"Mileage: 23,646 miles","Used 2015 Toyota Corolla L with FWD, Alloy Wheels, Navigation System, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",Gray,Sedan,4 Cyl,2015 Toyota Corolla L,"$11,987 ",Miami
"Mileage: 24,309 miles","Used 2015 Toyota 4Runner SR5 with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",White,SUV,6 Cyl,2015 Toyota 4Runner SR5,"$30,985 ",Miami
"Mileage: 18,798 miles","Used 2014 Buick Encore with FWD, Alloy Wheels, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Seat (Driver), Rear Window Defroster, Front Airbags (Driver)",Black,SUV,4 Cyl,2014 Buick Encore,"$14,998 ",Miami
"Mileage: 23,199 miles","Used 2015 Kia Sorento SX with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",Silver,SUV,6 Cyl,2015 Kia Sorento SX,"$23,775 ",Miami
"Mileage: 12,077 miles","Used 2014 Audi A5 Premium Plus with AWD, Fog Lights, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, Satellite Radio, Power Steering, Power Windows, AM/FM",Blue,Coupe,4 Cyl,2014 Audi A5 Premium Plus,"$29,900 ",Miami
"Mileage: 25,010 miles","Used 2015 Scion xB with FWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Red,Wagon,4 Cyl,2015 Scion xB,"$13,212 ",Miami
"Mileage: 29,827 miles","Used 2014 Jeep Grand Cherokee Laredo with RWD, Fog Lights, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks",White,SUV,6 Cyl,2014 Jeep Grand Cherokee Laredo,"$19,991 ",Miami
"Mileage: 13,728 miles","Used 2014 Hyundai Santa Fe Sport with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",Gray,SUV,4 Cyl,2014 Hyundai Santa Fe Sport,"$16,799 ",Miami
"Mileage: 28,105 miles","Used 2014 Hyundai Santa Fe Sport with FWD, Leather Seats, Alloy Wheels, Cruise Control, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, AM/FM, Trip Computer, Intermittent Wipers",Black,SUV,4 Cyl,2014 Hyundai Santa Fe Sport,"$15,957 ",Miami
"Mileage: 27,470 miles","Used 2014 Toyota Avalon XLE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Power Steering, Power Windows",White,Sedan,6 Cyl,2014 Toyota Avalon XLE,"$20,856 ",Miami
"Mileage: 23,741 miles","Used 2014 Cadillac CTS Performance with RWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",Silver,Coupe,6 Cyl,2014 Cadillac CTS Performance,"$24,995 ",Miami
"Mileage: 26,757 miles","Used 2016 Hyundai Elantra SE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Windows, AM/FM, Aux Audio Adapter",Red,Sedan,4 Cyl,2016 Hyundai Elantra SE,"$12,490 ",Miami
"Mileage: 20,256 miles","Used 2015 Audi R8 5.2 with AWD, Leather Seats, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, DVD, Air Conditioning, AM/FM, 4-Wheel Disc Brakes, Trip Computer",White,Convertible,10 Cyl,2015 Audi R8 5.2,"$128,500 ",Miami
"Mileage: 5,851 miles","Used 2016 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Black,Sedan,4 Cyl,2016 Toyota Corolla LE,"$14,387 ",Miami
"Mileage: 44,950 miles","Used 2014 Hyundai Tucson Limited Edition with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",Red,SUV,4 Cyl,2014 Hyundai Tucson Limited Edition,"$13,989 ",Miami
"Mileage: 19,973 miles","Used 2016 Toyota Tacoma TRD Sport with RWD, Double Cab, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",White,Pickup,6 Cyl,2016 Toyota Tacoma TRD Sport,"$28,880 ",Miami
"Mileage: 15,066 miles","Used 2016 GMC Canyon SLE with 4WD, Fog Lights, Cruise Control, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks, Rear Window Defroster",Black,Pickup,6 Cyl,2016 GMC Canyon SLE,"$29,491 ",Miami
"Mileage: 4,587 miles","Used 2017 Hyundai Elantra SE with FWD, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM",Silver,Sedan,4 Cyl,2017 Hyundai Elantra SE,"$14,990 ",Miami
"Mileage: 6,453 miles","Used 2015 Audi R8 5.2 with AWD, Leather Seats, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, Power Steering, Power Windows, AM/FM",Black,Convertible,10 Cyl,2015 Audi R8 5.2,"$133,900 ",Miami
"Mileage: 35,585 miles","Used 2014 Audi A5 Premium Plus with AWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",Red,Coupe,4 Cyl,2014 Audi A5 Premium Plus,"$21,999 ",Miami
"Mileage: 26,507 miles","Used 2015 Toyota RAV4 LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",Gray,SUV,4 Cyl,2015 Toyota RAV4 LE,"$15,988 ",Miami
"Mileage: 18,282 miles","Used 2015 Lexus CT 200h with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",Gray,Hatchback,4 Cyl,2015 Lexus CT 200h,"$23,577 ",Miami
"Mileage: 33,046 miles","Used 2015 Nissan Altima S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Gray,Sedan,4 Cyl,2015 Nissan Altima S,"$12,763 ",Miami
"Mileage: 20,051 miles","Used 2015 Toyota Corolla L with FWD, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, Trip Computer, Intermittent Wipers",Silver,Sedan,4 Cyl,2015 Toyota Corolla L,"$12,388 ",Miami
"Mileage: 14,336 miles","Used 2015 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Green,Sedan,4 Cyl,2015 Toyota Corolla LE,"$13,788 ",Miami
"Mileage: 6,453 miles","Used 2015 Audi R8 5.2 with AWD, Leather Seats, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, Power Steering, Power Windows, AM/FM",Black,Convertible,10 Cyl,2015 Audi R8 5.2,"$133,900 ",Miami
"Mileage: 26,507 miles","Used 2015 Toyota RAV4 LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",Gray,SUV,4 Cyl,2015 Toyota RAV4 LE,"$15,988 ",Miami
"Mileage: 18,282 miles","Used 2015 Lexus CT 200h with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",Gray,Hatchback,4 Cyl,2015 Lexus CT 200h,"$23,577 ",Miami
"Mileage: 38,093 miles","Used 2016 BMW X5 xDrive40e with AWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",Black,SUV,4 Cyl,2016 BMW X5 xDrive40e,"$43,999 ",Miami
"Mileage: 21,304 miles","Used 2015 Ford Explorer Base with FWD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Red,SUV,6 Cyl,2015 Ford Explorer Base,"$20,990 ",Miami
"Mileage: 22,242 miles","Used 2015 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",White,Sedan,4 Cyl,2015 Toyota Corolla LE,"$12,988 ",Miami
"Mileage: 14,200 miles","Used 2016 Infiniti Q50 Premium with RWD, Remote Start, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats",Silver,Sedan,6 Cyl,2016 Infiniti Q50 Premium,"$29,508 ",Miami
"Mileage: 54,978 miles","Used 2014 Jeep Grand Cherokee Laredo with RWD, Fog Lights, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Intermittent Wipers, Power Locks",Black,SUV,6 Cyl,2014 Jeep Grand Cherokee Laredo,"$18,000 ",Miami
"Mileage: 25,659 miles","Used 2015 Volkswagen Jetta SE with FWD, Alloy Wheels, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM",Red,Sedan,4 Cyl,2015 Volkswagen Jetta SE,"$12,398 ",Miami
"Mileage: 31,850 miles","Used 2014 Hyundai Tucson SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Black,SUV,4 Cyl,2014 Hyundai Tucson SE,"$14,970 ",Miami
"Mileage: 16,973 miles","Used 2014 Hyundai Santa Fe Sport with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",Red,SUV,4 Cyl,2014 Hyundai Santa Fe Sport,"$18,091 ",Miami
"Mileage: 27,916 miles","Used 2014 Jaguar XJ XJL Portfolio with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), DVD, Air Conditioning",Silver,Sedan,6 Cyl,2014 Jaguar XJ XJL Portfolio,"$40,500 ",Miami
"Mileage: 27,749 miles","Used 2014 Lincoln MKZ with FWD, Remote Start, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",Black,Sedan,6 Cyl,2014 Lincoln MKZ,"$16,999 ",Miami
"Mileage: 34,902 miles","Used 2014 Honda Odyssey EX with FWD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats",Blue,Minivan,6 Cyl,2014 Honda Odyssey EX,"$20,368 ",Miami
"Mileage: 25,399 miles","Used 2015 Chrysler 200 Limited with FWD, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes",Gray,Sedan,4 Cyl,2015 Chrysler 200 Limited,"$11,487 ",Miami
"Mileage: 38,961 miles","Used 2013 BMW X5 xDrive50i with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats",Black,SUV,8 Cyl,2013 BMW X5 xDrive50i,"$27,995 ",Miami
"Mileage: 18,294 miles","Used 2015 Volkswagen Jetta SEL with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",Silver,Sedan,4 Cyl,2015 Volkswagen Jetta SEL,"$16,733 ",Miami
"Mileage: 9,493 miles","Used 2016 Nissan Sentra with FWD, Split/Folding Seats, Cloth Seats, Power Steering, AM/FM, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Handsfree/Bluetooth Integration",Silver,Sedan,4 Cyl,2016 Nissan Sentra,"$12,595 ",Miami
"Mileage: 4,226 miles","Used 2016 Lexus NX 200t with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Power Steering",Silver,SUV,4 Cyl,2016 Lexus NX 200t,"$31,999 ",Miami
"Mileage: 10,701 miles","Used 2016 Toyota Camry SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering",White,Sedan,4 Cyl,2016 Toyota Camry SE,"$16,475 ",Miami
"Mileage: 3,895 miles","Used 2016 Toyota Camry LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",White,Sedan,4 Cyl,2016 Toyota Camry LE,"$14,999 ",Miami
"Mileage: 15,291 miles","Used 2015 Dodge Challenger SXT with RWD, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks",Red,Coupe,6 Cyl,2015 Dodge Challenger SXT,"$20,991 ",Miami
"Mileage: 53,085 miles","Used 2014 Audi S4 with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning",Blue,Sedan,6 Cyl,2014 Audi S4,"$28,995 ",Miami
"Mileage: 15,291 miles","Used 2015 Dodge Challenger SXT with RWD, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks",Red,Coupe,6 Cyl,2015 Dodge Challenger SXT,"$20,991 ",Miami
"Mileage: 12,080 miles","Used 2017 Audi A4 2.0T with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",White,Sedan,4 Cyl,2017 Audi A4 2.0T,"$30,442 ",Miami
"Mileage: 19,527 miles","Used 2016 Volvo XC60 T5 with FWD, Remote Start, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM",Silver,SUV,4 Cyl,2016 Volvo XC60 T5,"$29,500 ",Miami
"Mileage: 35,508 miles","Used 2015 Toyota Camry SE with FWD, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio",White,Sedan,4 Cyl,2015 Toyota Camry SE,"$17,888 ",Miami
"Mileage: 27,302 miles","Used 2015 Lexus RX 450h with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering",Silver,SUV,6 Cyl,2015 Lexus RX 450h,"$29,594 ",Miami
"Mileage: 13,435 miles","Used 2016 Hyundai Elantra SE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Windows, AM/FM, Aux Audio Adapter",White,Sedan,4 Cyl,2016 Hyundai Elantra SE,"$12,990 ",Miami
"Mileage: 42,311 miles","Used 2013 Honda CR-V LX with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Black,SUV,4 Cyl,2013 Honda CR-V LX,"$14,500 ",Miami
"Mileage: 36,874 miles","Used 2015 Volkswagen Golf S with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats",Red,Hatchback,4 Cyl,2015 Volkswagen Golf S,"$17,933 ",Miami
"Mileage: 8,399 miles","Used 2016 Jeep Patriot Latitude with FWD, Fog Lights, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Intermittent Wipers, Power Locks, Rear Window Defroster",Unspecified,SUV,4 Cyl,2016 Jeep Patriot Latitude,"$15,671 ",Miami
"Mileage: 29,916 miles","Used 2017 Hyundai Elantra SE with FWD, Alloy Wheels, Keyless Entry, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM",Silver,Sedan,4 Cyl,2017 Hyundai Elantra SE,"$12,487 ",Miami
"Mileage: 10,685 miles","Used 2016 Audi S4 with AWD, Fog Lights, Power Sun/Moonroof, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",Unspecified,Sedan,6 Cyl,2016 Audi S4,"$43,990 ",Miami
"Mileage: 32,602 miles","Used 2015 Toyota RAV4 XLE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Cloth Seats",Silver,SUV,4 Cyl,2015 Toyota RAV4 XLE,"$18,987 ",Miami
"Mileage: 23,151 miles","Used 2015 Audi Q7 Premium with AWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc)",Unspecified,SUV,6 Cyl,2015 Audi Q7 Premium,"$40,000 ",Miami
