specs,price,color,mileage,bodytype,engine,model,city
"Used 2015 Chevrolet Malibu LT with FWD, Remote Start, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$15,500 ",White,"Mileage: 30,190 miles",Sedan,4 Cyl,2015 Chevrolet Malibu LT,WashingtonDC
"Used 2014 Ford Explorer XLT with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering","$21,899 ",Black,"Mileage: 61,847 miles",SUV,6 Cyl,2014 Ford Explorer XLT,WashingtonDC
"Used 2014 Hyundai Elantra Limited Edition with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3","$13,990 ",Red,"Mileage: 6,575 miles",Sedan,4 Cyl,2014 Hyundai Elantra Limited Edition,WashingtonDC
"Used 2014 Nissan Rogue S with AWD, Keyless Entry, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, 4-Wheel Disc Brakes","$13,980 ",White,"Mileage: 45,899 miles",SUV,4 Cyl,2014 Nissan Rogue S,WashingtonDC
"Used 2015 Toyota 4Runner SR5 with RWD, Fog Lights, Trailer Hitch, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$28,000 ",Gray,"Mileage: 26,110 miles",SUV,6 Cyl,2015 Toyota 4Runner SR5,WashingtonDC
"Used 2010 Honda CR-V LX with 4WD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter","$11,480 ",Brown,"Mileage: 62,780 miles",SUV,4 Cyl,2010 Honda CR-V LX,WashingtonDC
"Used 2014 BMW 5 Series 528i xDrive with AWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering","$26,991 ",White,"Mileage: 52,218 miles",Sedan,4 Cyl,2014 BMW 5 Series 528i xDrive,WashingtonDC
"Used 2010 Jeep Grand Cherokee Laredo with 4WD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM","$14,279 ",Silver,"Mileage: 59,093 miles",SUV,6 Cyl,2010 Jeep Grand Cherokee Laredo,WashingtonDC
"Used 2014 Volkswagen Passat Wolfsburg Edition with FWD, Cruise Control, Heated Seats, Air Conditioning, Power Steering, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks, Handsfree/Bluetooth Integration, Power Mirrors","$10,450 ",Silver,"Mileage: 65,230 miles",Sedan,4 Cyl,2014 Volkswagen Passat Wolfsburg Edition,WashingtonDC
"Used 2014 Nissan Versa Note S with FWD, CD (Single Disc), Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, AM/FM, Trip Computer, Rear Window Defroster, Front Airbags (Driver), Power Mirrors","$8,484 ",Silver,"Mileage: 27,290 miles",Hatchback,4 Cyl,2014 Nissan Versa Note S,WashingtonDC
"Used 2015 Toyota Tundra SR5 with 4WD, Double Cab, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$27,431 ",Red,"Mileage: 54,069 miles",Pickup,8 Cyl,2015 Toyota Tundra SR5,WashingtonDC
"Used 2015 GMC Terrain SLT with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$23,915 ",White,"Mileage: 32,588 miles",SUV,6 Cyl,2015 GMC Terrain SLT,WashingtonDC
"Used 2011 Ford Mustang with RWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Power Windows, AM/FM, Intermittent Wipers, Power Locks","$16,995 ",Blue,"Mileage: 2,130 miles",Coupe,6 Cyl,2011 Ford Mustang,WashingtonDC
"Used 2012 Subaru Forester 2.5X with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3","$16,997 ",White,"Mileage: 40,338 miles",SUV,4 Cyl,2012 Subaru Forester 2.5X,WashingtonDC
"Used 2008 Scion xB Base with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Power Steering, Power Windows, AM/FM, Intermittent Wipers, Power Locks","$6,000 ",Blue,"Mileage: 119,105 miles",Wagon,4 Cyl,2008 Scion xB Base,WashingtonDC
"Used 2016 Mazda CX-5 Grand Touring with AWD, Power Sun/Moonroof, Heated Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Power Seat (Driver), Power Locks, Handsfree/Bluetooth Integration","$20,987 ",Black,"Mileage: 59,105 miles",SUV,4 Cyl,2016 Mazda CX-5 Grand Touring,WashingtonDC
"Used 2015 Ram 1500 SLT with 4WD, Cruise Control, Air Conditioning, Satellite Radio, Power Steering, Power Windows, AM/FM, Power Seat (Driver), Power Locks, Handsfree/Bluetooth Integration, Front Airbags (Driver)","$26,494 ",Black,"Mileage: 17,866 miles",Pickup,6 Cyl,2015 Ram 1500 SLT,WashingtonDC
"Used 2015 Jeep Grand Cherokee Summit with 4WD, Remote Start, Leather Seats, Fog Lights, Navigation System, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, Satellite Radio","$36,400 ",White,"Mileage: 43,887 miles",SUV,8 Cyl,2015 Jeep Grand Cherokee Summit,WashingtonDC
"Used 2009 Toyota Tacoma with 4WD, Double Cab, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows, AM/FM, Aux Audio Adapter","$18,624 ",Blue,"Mileage: 119,775 miles",Pickup,6 Cyl,2009 Toyota Tacoma,WashingtonDC
"Used 2014 BMW 4 Series 428i with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$23,991 ",Gray,"Mileage: 70,641 miles",Coupe,4 Cyl,2014 BMW 4 Series 428i,WashingtonDC
"Used 2014 Ford Explorer XLT with 4WD, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$24,492 ",Black,"Mileage: 29,301 miles",SUV,6 Cyl,2014 Ford Explorer XLT,WashingtonDC
"Used 2012 Ford Fusion with FWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, MP3","$12,712 ",Black,"Mileage: 45,342 miles",Sedan,4 Cyl,2012 Ford Fusion,WashingtonDC
"Used 2014 Ford Focus SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$10,475 ",White,"Mileage: 33,124 miles",Sedan,4 Cyl,2014 Ford Focus SE,WashingtonDC
"Used 2014 Ford Focus Titanium with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$13,000 ",Black,"Mileage: 47,687 miles",Hatchback,4 Cyl,2014 Ford Focus Titanium,WashingtonDC
"Used 2004 Toyota 4Runner SR5 with 4WD, Fog Lights, Trailer Hitch, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Cloth Seats, Power Windows","$8,995 ",Gray,"Mileage: 162,858 miles",SUV,8 Cyl,2004 Toyota 4Runner SR5,WashingtonDC
"Used 2014 Nissan Sentra S with FWD, Air Conditioning, Power Steering, AM/FM, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Power Mirrors","$10,490 ",Black,"Mileage: 43,262 miles",Sedan,4 Cyl,2014 Nissan Sentra S,WashingtonDC
"Used 2014 Ford Escape Titanium with 4WD, Leather Seats, Fog Lights, Trailer Hitch, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$19,875 ",Black,"Mileage: 30,807 miles",SUV,4 Cyl,2014 Ford Escape Titanium,WashingtonDC
"Used 2016 Mazda CX-5 Grand Touring with AWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, MP3","$26,525 ",Gray,"Mileage: 9,957 miles",SUV,4 Cyl,2016 Mazda CX-5 Grand Touring,WashingtonDC
"Used 2014 Nissan Pathfinder S with 4WD, Third Row Seating, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Trip Computer, Intermittent Wipers, Power Locks, Power Mirrors","$18,890 ",Blue,"Mileage: 35,536 miles",SUV,6 Cyl,2014 Nissan Pathfinder S,WashingtonDC
"Used 2013 Volkswagen Passat SE with FWD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, Power Windows, Trip Computer, Power Seat (Driver)","$12,500 ",Blue,"Mileage: 45,560 miles",Sedan,5 Cyl,2013 Volkswagen Passat SE,WashingtonDC
"Used 2015 Honda Accord EX with FWD, Fog Lights, Power Sun/Moonroof, Cruise Control, Air Conditioning, Power Steering, AM/FM, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks","$16,925 ",Black,"Mileage: 43,752 miles",Sedan,4 Cyl,2015 Honda Accord EX,WashingtonDC
"Used 2014 Toyota Camry LE with FWD, Cruise Control, Air Conditioning, Power Steering, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Handsfree/Bluetooth Integration, Power Mirrors","$13,000 ",Red,"Mileage: 54,063 miles",Sedan,4 Cyl,2014 Toyota Camry LE,WashingtonDC
"Used 2015 Lincoln MKC with AWD, Remote Start, Fog Lights, Heated Seats, Air Conditioning, Trip Computer, Power Seat (Driver), Power Locks, Handsfree/Bluetooth Integration, Power Mirrors","$22,990 ",Black,"Mileage: 47,722 miles",SUV,4 Cyl,2015 Lincoln MKC,WashingtonDC
"Used 2010 Toyota FJ Cruiser with 4WD, Split/Folding Seats, Air Conditioning, Power Steering, Intermittent Wipers, Power Locks, Rear Window Defroster","$26,090 ",Black,"Mileage: 24,202 miles",SUV,6 Cyl,2010 Toyota FJ Cruiser,WashingtonDC
"Used 2013 Volkswagen Passat S with FWD, Cruise Control, Air Conditioning, Power Steering, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Handsfree/Bluetooth Integration, Power Mirrors","$11,190 ",Gray,"Mileage: 34,155 miles",Sedan,5 Cyl,2013 Volkswagen Passat S,WashingtonDC
"Used 2014 Lexus GX 460 with 4WD, Power Sun/Moonroof, Third Row Seating, Cruise Control, Air Conditioning, Trip Computer, Power Seat (Driver), Power Locks, Handsfree/Bluetooth Integration, Power Mirrors","$37,950 ",White,"Mileage: 42,472 miles",SUV,8 Cyl,2014 Lexus GX 460,WashingtonDC
"Used 2016 Toyota Highlander Limited with AWD, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning","$36,599 ",Black,"Mileage: 24,492 miles",SUV,6 Cyl,2016 Toyota Highlander Limited,WashingtonDC
"Used 2014 Nissan Pathfinder S with 4WD, Third Row Seating, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Trip Computer, Intermittent Wipers, Power Locks, Power Mirrors","$18,990 ",Red,"Mileage: 44,985 miles",SUV,6 Cyl,2014 Nissan Pathfinder S,WashingtonDC
"Used 2013 Hyundai Sonata Limited Edition with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Cruise Control, Heated Seats, Air Conditioning, Power Steering, Trip Computer, Power Seat (Driver), Intermittent Wipers","$14,990 ",White,"Mileage: 19,813 miles",Sedan,4 Cyl,2013 Hyundai Sonata Limited Edition,WashingtonDC
"Used 2014 Acura MDX Advance with AWD, Remote Start, Leather Seats, Power Sun/Moonroof, Third Row Seating, Navigation System, Heated Seats, Air Conditioning, Trip Computer, Power Seat (Driver), Power Locks","$29,990 ",White,"Mileage: 57,298 miles",SUV,6 Cyl,2014 Acura MDX Advance,WashingtonDC
"Used 2016 Chevrolet Cruze LT with FWD, Remote Start, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats","$11,500 ",Blue,"Mileage: 56,837 miles",Sedan,4 Cyl,2016 Chevrolet Cruze LT,WashingtonDC
"Used 2014 Toyota Camry XLE with FWD, Keyless Entry, Cruise Control, Air Conditioning, Power Steering, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Handsfree/Bluetooth Integration","$16,825 ",Gray,"Mileage: 35,650 miles",Sedan,4 Cyl,2014 Toyota Camry XLE,WashingtonDC
"Used 2016 Audi A6 with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$34,995 ",White,"Mileage: 50,620 miles",Sedan,6 Cyl,2016 Audi A6,WashingtonDC
"Used 2007 Acura TSX Base with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning","$6,995 ",Blue,"Mileage: 139,597 miles",Sedan,4 Cyl,2007 Acura TSX Base,WashingtonDC
"Used 2014 Acura MDX Technology with AWD, Navigation System","$28,950 ",Gray,"Mileage: 65,090 miles",SUV,6 Cyl,2014 Acura MDX Technology,WashingtonDC
"Used 2014 Toyota Sienna XLE with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats","$22,600 ",Unspecified,"Mileage: 67,595 miles",Minivan,6 Cyl,2014 Toyota Sienna XLE,WashingtonDC
"Used 2016 Ford Taurus SEL with FWD, Remote Start, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$20,385 ",Red,"Mileage: 4,435 miles",Sedan,6 Cyl,2016 Ford Taurus SEL,WashingtonDC
"Used 2014 Ford Escape S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$13,518 ",Silver,"Mileage: 40,976 miles",SUV,4 Cyl,2014 Ford Escape S,WashingtonDC
"Used 2015 Ford Mustang GT with RWD, Keyless Entry, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Power Locks, Front Airbags (Driver)","$35,975 ",White,"Mileage: 3,548 miles",Coupe,8 Cyl,2015 Ford Mustang GT,WashingtonDC
"Used 2016 Honda CR-V EX with AWD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, Power Windows, AM/FM, Trip Computer","$21,900 ",Red,"Mileage: 13,801 miles",SUV,4 Cyl,2016 Honda CR-V EX,WashingtonDC
"Used 2016 Volkswagen Jetta S with FWD, Cruise Control, Air Conditioning, Power Steering, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Power Mirrors","$12,925 ",Black,"Mileage: 5,218 miles",Sedan,4 Cyl,2016 Volkswagen Jetta S,WashingtonDC
"Used 2011 Mercedes-Benz E-Class E 350 with RWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, DVD, Air Conditioning, MP3, Power Steering, Power Windows","$25,881 ",Gray,"Mileage: 27,942 miles",Convertible,6 Cyl,2011 Mercedes-Benz E-Class E 350,WashingtonDC
"Used 2016 Volkswagen Tiguan S with FWD, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Power Steering, Trip Computer, Power Seat (Driver), Power Locks, Handsfree/Bluetooth Integration, Power Mirrors","$16,990 ",White,"Mileage: 15,117 miles",SUV,4 Cyl,2016 Volkswagen Tiguan S,WashingtonDC
"Used 2013 Volkswagen Jetta SE with FWD, Cruise Control, Air Conditioning, Power Steering, Intermittent Wipers, Power Locks, Rear Window Defroster, Power Mirrors","$9,875 ",Red,"Mileage: 51,219 miles",Sedan,5 Cyl,2013 Volkswagen Jetta SE,WashingtonDC
"Used 2015 Nissan Pathfinder S with 4WD, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, 4-Wheel Disc Brakes","$20,999 ",Brown,"Mileage: 32,132 miles",SUV,6 Cyl,2015 Nissan Pathfinder S,WashingtonDC
"Used 2014 Nissan Murano S with AWD, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$16,400 ",Black,"Mileage: 38,371 miles",SUV,6 Cyl,2014 Nissan Murano S,WashingtonDC
"Used 2014 Ford Edge SEL with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering","$19,500 ",White,"Mileage: 37,162 miles",SUV,6 Cyl,2014 Ford Edge SEL,WashingtonDC
"Used 2014 Cadillac ATS Luxury with AWD, Remote Start, Leather Seats, Keyless Entry, Cruise Control, Air Conditioning, Trip Computer, Power Locks, Handsfree/Bluetooth Integration, Power Mirrors","$22,390 ",Gray,"Mileage: 22,723 miles",Sedan,4 Cyl,2014 Cadillac ATS Luxury,WashingtonDC
"Used 2015 Chevrolet Silverado 1500 High Country with 4WD, Remote Start, Fog Lights, Power Sun/Moonroof, Trailer Hitch, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$37,339 ",Black,"Mileage: 62,336 miles",Pickup,8 Cyl,2015 Chevrolet Silverado 1500 High Country,WashingtonDC
"Used 2014 Chevrolet Equinox LS with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering","$14,900 ",Silver,"Mileage: 19,518 miles",SUV,4 Cyl,2014 Chevrolet Equinox LS,WashingtonDC
"Used 2014 Toyota Camry SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats","$13,251 ",White,"Mileage: 50,073 miles",Sedan,4 Cyl,2014 Toyota Camry SE,WashingtonDC
"Used 2015 Chevrolet Malibu LT with FWD, Remote Start, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$15,400 ",Blue,"Mileage: 13,219 miles",Sedan,4 Cyl,2015 Chevrolet Malibu LT,WashingtonDC
"Used 2015 GMC Sierra 2500HD Denali with 4WD, Remote Start, Fog Lights, Trailer Hitch, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$41,892 ",Red,"Mileage: 48,023 miles",Pickup,8 Cyl,2015 GMC Sierra 2500HD Denali,WashingtonDC
"Used 2015 Chevrolet Equinox LT with FWD, Remote Start, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$17,300 ",Blue,"Mileage: 18,476 miles",SUV,4 Cyl,2015 Chevrolet Equinox LT,WashingtonDC
"Used 2011 Honda CR-V EXL with 4WD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$15,577 ",Gray,"Mileage: 45,154 miles",SUV,4 Cyl,2011 Honda CR-V EXL,WashingtonDC
"Used 2014 Kia Optima EX with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering","$14,860 ",Silver,"Mileage: 30,715 miles",Sedan,4 Cyl,2014 Kia Optima EX,WashingtonDC
"Used 2012 Ford F-150 XLT with 4WD, Trailer Hitch, Satellite Radio, Cloth Seats","$19,990 ",Red,"Mileage: 75,276 miles",Pickup,6 Cyl,2012 Ford F-150 XLT,WashingtonDC
"Used 2015 Toyota Highlander Limited with AWD, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$33,100 ",Gray,"Mileage: 31,899 miles",SUV,6 Cyl,2015 Toyota Highlander Limited,WashingtonDC
"Used 2014 Chevrolet Cruze LT with FWD, Remote Start, Cruise Control, Air Conditioning, Cloth Seats, Power Steering, AM/FM, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks","$12,460 ",Silver,"Mileage: 25,453 miles",Sedan,4 Cyl,2014 Chevrolet Cruze LT,WashingtonDC
"Used 2014 Toyota Prius Two with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$15,111 ",Blue,"Mileage: 40,305 miles",Hatchback,4 Cyl,2014 Toyota Prius Two,WashingtonDC
"Used 2013 Lexus CT 200h with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$16,111 ",Brown,"Mileage: 55,666 miles",Hatchback,4 Cyl,2013 Lexus CT 200h,WashingtonDC
"Used 2014 Honda CR-V LX with FWD, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering","$15,891 ",White,"Mileage: 24,119 miles",SUV,4 Cyl,2014 Honda CR-V LX,WashingtonDC
"Used 2012 Hyundai Genesis with RWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio","$16,700 ",White,"Mileage: 22,524 miles",Sedan,6 Cyl,2012 Hyundai Genesis,WashingtonDC
"Used 2014 GMC Sierra 1500 SLE with 4WD, Remote Start, Fog Lights, Trailer Hitch, Alloy Wheels, Rear-View Camera, Satellite Radio","$30,990 ",Gray,"Mileage: 39,375 miles",Pickup,8 Cyl,2014 GMC Sierra 1500 SLE,WashingtonDC
"Used 2016 Hyundai Sonata Sport with FWD, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Cloth Seats","$16,919 ",Gray,"Mileage: 13,398 miles",Sedan,4 Cyl,2016 Hyundai Sonata Sport,WashingtonDC
"Used 2011 GMC Yukon SLT with 4WD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Towing Package, Rear-View Camera, Split/Folding Seats","$22,895 ",Unspecified,"Mileage: 89,559 miles",SUV,8 Cyl,2011 GMC Yukon SLT,WashingtonDC
"Used 2014 Toyota Camry SE with FWD, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Power Windows, AM/FM, Power Seat (Driver)","$16,950 ",White,"Mileage: 9,289 miles",Sedan,4 Cyl,2014 Toyota Camry SE,WashingtonDC
,"$11,995 ",Silver,"Mileage: 33,786 miles",Sedan,4 Cyl,2014 Nissan Sentra SL,WashingtonDC
,"$12,795 ",Gray,"Mileage: 34,514 miles",Sedan,4 Cyl,2014 Nissan Altima SV,WashingtonDC
"Used 2012 Ford Escape XLT with 4WD, Alloy Wheels, Cruise Control, Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, Power Seat (Driver), Power Locks","$11,491 ",Silver,"Mileage: 70,254 miles",SUV,4 Cyl,2012 Ford Escape XLT,WashingtonDC
"Used 2014 Nissan Rogue SV with AWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$15,500 ",White,"Mileage: 51,168 miles",SUV,4 Cyl,2014 Nissan Rogue SV,WashingtonDC
"Used 2013 Land Rover Range Rover Sport HSE with 4WD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning","$27,717 ",Black,"Mileage: 101,077 miles",SUV,8 Cyl,2013 Land Rover Range Rover Sport HSE,WashingtonDC
"Used 2014 Lincoln MKZ with AWD, Remote Start, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3","$18,999 ",Unspecified,"Mileage: 26,653 miles",Sedan,4 Cyl,2014 Lincoln MKZ,WashingtonDC
"Used 2013 Ford F-150 XLT with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, Power Windows","$24,958 ",Blue,"Mileage: 80,249 miles",Pickup,6 Cyl,2013 Ford F-150 XLT,WashingtonDC
,"$12,695 ",Silver,"Mileage: 36,017 miles",Sedan,4 Cyl,2014 Toyota Camry LE,WashingtonDC
"Used 2013 Jeep Compass Limited Edition with 4WD, Remote Start, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, DVD","$14,572 ",Black,"Mileage: 59,912 miles",SUV,4 Cyl,2013 Jeep Compass Limited Edition,WashingtonDC
"Used 2010 Jeep Grand Cherokee Laredo with 4WD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM","$14,279 ",Silver,"Mileage: 59,093 miles",SUV,6 Cyl,2010 Jeep Grand Cherokee Laredo,WashingtonDC
"Used 2012 Infiniti M56 with AWD, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, DVD, Air Conditioning","$25,998 ",Black,"Mileage: 34,577 miles",Sedan,8 Cyl,2012 Infiniti M56,WashingtonDC
"Used 2015 Nissan Xterra S with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats","$22,894 ",Red,"Mileage: 22,113 miles",SUV,6 Cyl,2015 Nissan Xterra S,WashingtonDC
"Used 2013 Toyota Avalon Limited Edition with FWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$17,750 ",Red,"Mileage: 74,961 miles",Sedan,6 Cyl,2013 Toyota Avalon Limited Edition,WashingtonDC
